國家,日期,總確診數,新增確診數,新增死亡數
台灣,2022-03-24,22327,139,0
台灣,2022-03-25,22463,136,0
台灣,2022-03-26,22566,103,0
台灣,2022-03-27,22769,203,0
台灣,2022-03-28,22896,127,0
台灣,2022-03-29,22992,96,0
台灣,2022-03-30,23155,163,0
台灣,2022-03-31,23394,239,0
台灣,2022-04-01,23629,235,0
台灣,2022-04-02,24033,404,0
台灣,2022-04-03,24313,280,0
台灣,2022-04-04,24588,275,0
台灣,2022-04-05,24866,278,0
台灣,2022-04-06,25225,359,0
台灣,2022-04-07,25756,531,0
台灣,2022-04-08,26263,507,0
台灣,2022-04-09,26836,573,1
台灣,2022-04-10,27410,574,0
台灣,2022-04-11,28040,630,0
台灣,2022-04-12,28666,626,0
台灣,2022-04-13,29593,927,0
台灣,2022-04-14,30574,981,0
台灣,2022-04-15,31857,1283,0
台灣,2022-04-16,33205,1348,0
台灣,2022-04-17,34507,1302,0
台灣,2022-04-18,35983,1476,0
台灣,2022-04-19,37710,1727,0
台灣,2022-04-20,40186,2476,2
台灣,2022-04-21,43243,3057,0
台灣,2022-04-22,47100,3857,0
台灣,2022-04-23,51298,4198,0
台灣,2022-04-24,56468,5170,0
台灣,2022-04-25,61686,5218,0
台灣,2022-04-26,68022,6336,0
台灣,2022-04-27,76938,8916,2
台灣,2022-04-28,88446,11508,2
台灣,2022-04-29,100753,12307,2
台灣,2022-04-30,115883,15130,3
台灣,2022-05-01,132955,17072,3
台灣,2022-05-02,132955,0,0
台灣,2022-05-03,173942,40987,8
台灣,2022-05-04,202418,28476,5
台灣,2022-05-05,232402,29984,5
台灣,2022-05-06,268569,36167,10
台灣,2022-05-07,268569,0,0
台灣,2022-05-08,268569,0,0
台灣,2022-05-09,397504,128935,35
台灣,2022-05-10,448323,50819,12
台灣,2022-05-11,505455,57132,8
台灣,2022-05-12,570870,65415,17
台灣,2022-05-13,570870,0,0
台灣,2022-05-14,699824,128954,81
台灣,2022-05-15,768543,68719,19
台灣,2022-05-16,830257,61714,29
台灣,2022-05-17,896059,65802,38
台灣,2022-05-18,981141,85082,41
台灣,2022-05-19,1070561,89420,59
台灣,2022-05-20,1156291,85730,49
台灣,2022-05-21,1240897,84606,59
台灣,2022-05-22,1320371,79474,53
台灣,2022-05-23,1386640,66269,40
台灣,2022-05-24,1469019,82379,42
台灣,2022-05-25,1558380,89361,76
台灣,2022-05-26,1640271,81891,104
台灣,2022-05-27,1735067,94796,126
台灣,2022-05-28,1815703,80636,163
台灣,2022-05-29,1892272,76569,109
台灣,2022-05-30,1952355,60083,109
台灣,2022-05-31,2032983,80628,90
台灣,2022-06-01,2121231,88248,122
台灣,2022-06-02,2198161,76930,144
台灣,2022-06-03,2274666,76505,142
台灣,2022-06-04,2342794,68128,0
台灣,2022-06-05,2404871,62077,276
台灣,2022-06-06,2457881,53010,151
台灣,2022-06-07,2540871,82990,124
台灣,2022-06-08,2620941,80070,159
台灣,2022-06-09,2693787,72846,211
台灣,2022-06-10,2762080,68293,213
台灣,2022-06-11,2841696,79616,211
台灣,2022-06-12,2892263,50567,163
台灣,2022-06-13,2937363,45100,109
台灣,2022-06-14,3003501,66138,123
台灣,2022-06-15,3072432,68931,143
台灣,2022-06-16,3135565,63133,168
台灣,2022-06-17,3190787,55222,154
台灣,2022-06-18,3244453,53666,181
台灣,2022-06-19,3295076,50623,172
台灣,2022-06-20,3330695,35619,144
台灣,2022-06-21,3387061,56366,115
台灣,2022-06-22,3439279,52218,171
台灣,2022-06-23,3487599,48320,166
台灣,2022-06-24,3533335,45736,152
台灣,2022-06-25,3573703,40368,151
台灣,2022-06-26,3613345,39642,134
台灣,2022-06-27,3641921,28576,91
台灣,2022-06-28,3686338,44417,103
台灣,2022-06-29,3728363,42025,85
台灣,2022-06-30,3767283,38920,118
台灣,2022-07-01,3803049,35766,121
台灣,2022-07-02,3837856,34807,96
台灣,2022-07-03,3870528,32672,88
台灣,2022-07-04,3893643,23115,69
台灣,2022-07-05,3929627,35984,103
台灣,2022-07-06,3964188,34561,95
